Mecz,kolejka,sezon,data meczu,data sortowanie,miejsce rozgrywania,TSP,rywal,wynik,strzelcy,rozgrywki,frekwencja
300,1/8 finału,2005/06,"wtorek, 8 listopada 2005",11-08),Płock,Podbeskidzie Bielsko-Biała,Wisła Płock,0-3,,Puchar Polski,1 600
301,16,2005/06,"piątek, 11 listopada 2005",11-11),Chorzów,Podbeskidzie Bielsko-Biała,Ruch Chorzów,3-2,"Paweł Sobczak 52, Marcin Makuch 85, Grzegorz Pater 87",I liga,3 500
302,17,2005/06,"sobota, 19 listopada 2005",11-19),Bielsko-Biała,Podbeskidzie Bielsko-Biała,Widzew Łódź,1-1,Paweł Sobczak 40,I liga,1 200
303,1/8 finału,2005/06,"środa, 23 listopada 2005",11-23),Bielsko-Biała,Podbeskidzie Bielsko-Biała,Wisła Płock,0-0,,Puchar Polski,200
304,20,2005/06,"sobota, 25 marca 2006",03-25),Bielsko-Biała,Podbeskidzie Bielsko-Biała,Śląsk Wrocław,0-0,,I liga,2 500
305,21,2005/06,"sobota, 1 kwietnia 2006",04-01),Czermno,Podbeskidzie Bielsko-Biała,Heko Czermno,1-2,Jewgienij Branowickij 90 (s),I liga,700
306,22,2005/06,"sobota, 8 kwietnia 2006",04-08),Bielsko-Biała,Podbeskidzie Bielsko-Biała,Drwęca Nowe Miasto Lubawskie,3-0,"Grzegorz Pater 43, Grzegorz Podstawek 44, 72",I liga,1 800
307,19,2005/06,"środa, 12 kwietnia 2006",04-12),Gdańsk,Podbeskidzie Bielsko-Biała,Lechia Gdańsk,0-1,,I liga,5 000
308,23,2005/06,"sobota, 15 kwietnia 2006",04-15),Radom,Podbeskidzie Bielsko-Biała,Radomiak Radom,2-1,"Grzegorz Pater 34, Stanley Udenkwor 64",I liga,4 000
309,18,2005/06,"środa, 19 kwietnia 2006",04-19),Bielsko-Biała,Podbeskidzie Bielsko-Biała,Zagłębie Sosnowiec,0-0,,I liga,2 000
310,24,2005/06,"sobota, 22 kwietnia 2006",04-22),Bielsko-Biała,Podbeskidzie Bielsko-Biała,Piast Gliwice,1-1,Grzegorz Pater 44,I liga,2 500
311,25,2005/06,"sobota, 29 kwietnia 2006",04-29),Bytom,Podbeskidzie Bielsko-Biała,Polonia Bytom,0-0,,I liga,1 200
312,26,2005/06,"piątek, 5 maja 2006",05-05),Bielsko-Biała,Podbeskidzie Bielsko-Biała,Łódzki KS,1-0,Grzegorz Podstawek 35,I liga,2 500
313,27,2005/06,"środa, 10 maja 2006",05-10),Jaworzno,Podbeskidzie Bielsko-Biała,Szczakowianka Jaworzno,1-1,Nikołaj Branfiłow 45,I liga,1 500
314,28,2005/06,"sobota, 13 maja 2006",05-13),Bielsko-Biała,Podbeskidzie Bielsko-Biała,Świt Nowy Dwór Mazowiecki,2-0,"Mariusz Sacha 51, Paweł Sobczak 65",I liga,2 000
315,29,2005/06,"środa, 17 maja 2006",05-17),Polkowice,Podbeskidzie Bielsko-Biała,Górnik Polkowice,1-0,Nikołaj Branfiłow 7,I liga,500
316,30,2005/06,"sobota, 20 maja 2006",05-20),Bielsko-Biała,Podbeskidzie Bielsko-Biała,KSZO Ostrowiec Świętokrzyski,1-0,Krzysztof Chrapek 83,I liga,3 000
317,31,2005/06,"środa, 24 maja 2006",05-24),Bydgoszcz,Podbeskidzie Bielsko-Biała,Zawisza Bydgoszcz,0-1,,I liga,4 500
318,32,2005/06,"środa, 31 maja 2006",05-31),Bielsko-Biała,Podbeskidzie Bielsko-Biała,Jagiellonia Białystok,0-1,,I liga,1 500
319,33,2005/06,"sobota, 3 czerwca 2006",06-03),Bielsko-Biała,Podbeskidzie Bielsko-Biała,Ruch Chorzów,1-1,Tomasz Jodłowiec 64,I liga,2 500
320,34,2005/06,"sobota, 10 czerwca 2006",06-10),Łódź,Podbeskidzie Bielsko-Biała,Widzew Łódź,2-2,"Grzegorz Podstawek 79, 82",I liga,9 000
321,baraż,2005/06,"czwartek, 15 czerwca 2006",06-15),Łowicz,Podbeskidzie Bielsko-Biała,Pelikan Łowicz,1-1,Grzegorz Podstawek 59,I liga,1 750
322,baraż,2005/06,"niedziela, 18 czerwca 2006",06-18),Bielsko-Biała,Podbeskidzie Bielsko-Biała,Pelikan Łowicz,5-2,"Krzysztof Chrapek 20, 42, 84, Dariusz Kołodziej 78, Mariusz Masternak 90",I liga,2 200
323,1,2006/07,"niedziela, 30 lipca 2006",07-30),Stalowa Wola,Podbeskidzie Bielsko-Biała,Stal Stalowa Wola,1-3,Dariusz Kołodziej 22,I liga,1 500
324,2,2006/07,"sobota, 5 sierpnia 2006",08-05),Bielsko-Biała,Podbeskidzie Bielsko-Biała,Unia Janikowo,1-0,Krzysztof Butryn 88,I liga,3 000
325,3,2006/07,"sobota, 12 sierpnia 2006",08-12),Gdańsk,Podbeskidzie Bielsko-Biała,Lechia Gdańsk,1-3,Paweł Odrzywolski 26,I liga,5 000
326,4,2006/07,"sobota, 19 sierpnia 2006",08-19),Białystok,Podbeskidzie Bielsko-Biała,Jagiellonia Białystok,0-2,,I liga,4 000
327,I runda,2006/07,"wtorek, 22 sierpnia 2006",08-22),Wałbrzych,Podbeskidzie Bielsko-Biała,Górnik /Zagłębie Wałbrzych,2-1,"Krzysztof Chrapek 61, Dariusz Kołodziek 67",Puchar Polski,
328,5,2006/07,"sobota, 26 sierpnia 2006",08-26),Bielsko-Biała,Podbeskidzie Bielsko-Biała,Górnik Polkowice,0-1,,I liga,1 500
329,6,2006/07,"środa, 30 sierpnia 2006",08-30),Warszawa,Podbeskidzie Bielsko-Biała,Polonia Warszawa,0-2,,I liga,800
330,7,2006/07,"niedziela, 3 września 2006",09-03),Bielsko-Biała,Podbeskidzie Bielsko-Biała,Odra Opole,0-0,,I liga,2 000
331,8,2006/07,"sobota, 9 września 2006",09-09),Bytom,Podbeskidzie Bielsko-Biała,Polonia Bytom,0-1,,I liga,1 500
332,9,2006/07,"sobota, 16 września 2006",09-16),Bielsko-Biała,Podbeskidzie Bielsko-Biała,Śląsk Wrocław,2-1,"Marcin Józefowicz 25, Krzysztof Chrapek 81",I liga,1 000
333,1/16 finału,2006/07,"wtorek, 19 września 2006",09-19),Bielsko-Biała,Podbeskidzie Bielsko-Biała,Lech Poznań,1-2,Marcin Wasilewski 79 (s),Puchar Polski,2 500
334,10,2006/07,"sobota, 23 września 2006",09-23),Sosnowiec,Podbeskidzie Bielsko-Biała,Zagłębie Sosnowiec,2-5,"Marcin Józefowicz 46, Krzysztof Chrapek 77",I liga,3 500
335,11,2006/07,"sobota, 30 września 2006",09-30),Bielsko-Biała,Podbeskidzie Bielsko-Biała,KSZO Ostrowiec Świętokrzyski,2-0,"Dariusz Kołodziej 16, Marcin Józefowicz 44",I liga,1 000
336,12,2006/07,"piątek, 6 października 2006",10-06),Gliwice,Podbeskidzie Bielsko-Biała,Piast Gliwice,1-0,Marcin Józefowicz 58,I liga,2 000
337,13,2006/07,"sobota, 14 października 2006",10-14),Bielsko-Biała,Podbeskidzie Bielsko-Biała,Miedź Legnica,1-0,Mike Mozie 20,I liga,2 500
338,14,2006/07,"sobota, 21 października 2006",10-21),Łomża,Podbeskidzie Bielsko-Biała,ŁKS Łomża,1-1,Dariusz Kołodziej 75,I liga,600
339,15,2006/07,"sobota, 28 października 2006",10-28),Bielsko-Biała,Podbeskidzie Bielsko-Biała,Zawisza Bydgoszcz,3-2,"Marcin Józefowicz 21, 42, Krzysztof Chrapek 32",I liga,2 000
340,16,2006/07,"niedziela, 5 listopada 2006",11-05),Kraków,Podbeskidzie Bielsko-Biała,Kmita Zabierzów,0-0,,I liga,500
341,17,2006/07,"niedziela, 19 listopada 2006",11-19),Bielsko-Biała,Podbeskidzie Bielsko-Biała,Ruch Chorzów,0-1,,I liga,5 500
342,18,2006/07,"sobota, 10 marca 2007",03-10),Bielsko-Biała,Podbeskidzie Bielsko-Biała,Stal Stalowa Wola,0-0,,I liga,3 000
343,19,2006/07,"sobota, 17 marca 2007",03-17),Janikowo,Podbeskidzie Bielsko-Biała,Unia Janikowo,0-0,,I liga,2 000
344,20,2006/07,"sobota, 24 marca 2007",03-24),Bielsko-Biała,Podbeskidzie Bielsko-Biała,Lechia Gdańsk,0-2,,I liga,2 000
345,21,2006/07,"niedziela, 1 kwietnia 2007",04-01),Bielsko-Biała,Podbeskidzie Bielsko-Biała,Jagiellonia Białystok,0-2,,I liga,2 500
346,22,2006/07,"sobota, 7 kwietnia 2007",04-07),Polkowice,Podbeskidzie Bielsko-Biała,Górnik Polkowice,0-0,,I liga,900
347,23,2006/07,"sobota, 14 kwietnia 2007",04-14),Bielsko-Biała,Podbeskidzie Bielsko-Biała,Polonia Warszawa,2-1,"Grzegorz Pater 41, Krzysztof Chrapek 70",I liga,2 000
348,24,2006/07,"środa, 18 kwietnia 2007",04-18),Opole,Podbeskidzie Bielsko-Biała,Odra Opole,0-2,,I liga,3 000
349,25,2006/07,"niedziela, 22 kwietnia 2007",04-22),Bielsko-Biała,Podbeskidzie Bielsko-Biała,Polonia Bytom,1-3,Krzysztof Chrapek 88,I liga,2 000
350,26,2006/07,"poniedziałek, 30 kwietnia 2007",04-30),Wrocław,Podbeskidzie Bielsko-Biała,Śląsk Wrocław,0-3,,I liga,3 000
351,27,2006/07,"sobota, 5 maja 2007",05-05),Bielsko-Biała,Podbeskidzie Bielsko-Biała,Zagłębie Sosnowiec,2-1,"Marcin Kocur 5, Krzysztof Chrapek 18",I liga,2 000
352,28,2006/07,"środa, 9 maja 2007",05-09),Ostrowiec Świętokrzyski,Podbeskidzie Bielsko-Biała,KSZO Ostrowiec Świętokrzyski,0-1,,I liga,1 500
353,29,2006/07,"niedziela, 13 maja 2007",05-13),Bielsko-Biała,Podbeskidzie Bielsko-Biała,Piast Gliwice,0-2,,I liga,2 000
354,30,2006/07,"sobota, 19 maja 2007",05-19),Legnica,Podbeskidzie Bielsko-Biała,Miedź Legnica,1-0,Piotr Koman 63,I liga,800
355,31,2006/07,"środa, 23 maja 2007",05-23),Bielsko-Biała,Podbeskidzie Bielsko-Biała,ŁKS Łomża,2-0,"Krzysztof Chrapek 20, 51",I liga,1 000
356,33,2006/07,"niedziela, 3 czerwca 2007",06-03),Bielsko-Biała,Podbeskidzie Bielsko-Biała,Kmita Zabierzów,0-3,,I liga,1 500
357,34,2006/07,"sobota, 9 czerwca 2007",06-09),Chorzów,Podbeskidzie Bielsko-Biała,Ruch Chorzów,0-4,,I liga,12 000
358,32,2006/07,,12-30),,Podbeskidzie Bielsko-Biała,Zawisza Bydgoszcz,3-0 wo,,I liga,
360,1,2007/08,"sobota, 28 lipca 2007",07-28),Bielsko-Biała,Podbeskidzie Bielsko-Biała,Śląsk Wrocław,3-0,"Martin Matúš 8, Dariusz Kołodziej 52, Rafał Jarosz 85",I liga,3 000
361,2,2007/08,"sobota, 4 sierpnia 2007",08-04),Stalowa Wola,Podbeskidzie Bielsko-Biała,Stal Stalowa Wola,3-0,"Dariusz Kołodziek 4, Piotr Koman 28, Mariusz Sacha 89",I liga,2 000
362,3,2007/08,"środa, 8 sierpnia 2007",08-08),Bielsko-Biała,Podbeskidzie Bielsko-Biała,Arka Gdynia,0-1,,I liga,5 500
363,4,2007/08,"sobota, 11 sierpnia 2007",08-11),Turek,Podbeskidzie Bielsko-Biała,Tur Turek,0-0,,I liga,2 400
359,5,2007/08,"sobota, 18 sierpnia 2007",08-18),Bielsko-Biała,Podbeskidzie Bielsko-Biała,Piast Gliwice,0-1,,I liga,3 500
364,6,2007/08,"środa, 22 sierpnia 2007",08-22),Płock,Podbeskidzie Bielsko-Biała,Wisła Płock,2-3,"Sławomir Cienciała 14, Dariusz Kołodziej 44",I liga,2 500
365,7,2007/08,"sobota, 25 sierpnia 2007",08-25),Bielsko-Biała,Podbeskidzie Bielsko-Biała,GKS Jastrzębie,2-1,"Dariusz Kołodziej 20, Artur Jędrzejczyk 45 (s)",I liga,3 000
366,I runda,2007/08,"środa, 29 sierpnia 2007",08-29),Nowy Sącz,Podbeskidzie Bielsko-Biała,Sandecja II Nowy Sącz,0-0 pd. k. 3-2,,Puchar Polski,800
367,8,2007/08,"sobota, 1 września 2007",09-01),Warszawa,Podbeskidzie Bielsko-Biała,Polonia Warszawa,2-0,"Dariusz Kołodziej 45, Juraj Dančík 62",I liga,1 800
368,9,2007/08,"sobota, 8 września 2007",09-08),Bielsko-Biała,Podbeskidzie Bielsko-Biała,Odra Opole,1-0,Martin Matúš 14,I liga,2 500
369,10,2007/08,"sobota, 15 września 2007",09-15),Lublin,Podbeskidzie Bielsko-Biała,Motor Lublin,0-1,,I liga,
370,11,2007/08,"środa, 19 września 2007",09-19),Bielsko-Biała,Podbeskidzie Bielsko-Biała,Lechia Gdańsk,1-1,Mariusz Sacha 4,I liga,1 500
371,12,2007/08,"niedziela, 23 września 2007",09-23),Poznań,Podbeskidzie Bielsko-Biała,Warta Poznań,2-0,"Mariusz Sacha 50, Paweł Żmudziński 86",I liga,1 000
372,13,2007/08,"sobota, 29 września 2007",09-29),Bielsko-Biała,Podbeskidzie Bielsko-Biała,ŁKS Łomża,2-0,"Krzysztof Chrapek 68, Dariusz Kołodziej 79",I liga,2 500
373,16,2007/08,"środa, 3 października 2007",10-03),Bielsko-Biała,Podbeskidzie Bielsko-Biała,GKS Katowice,2-0,"Martin Matúš 2, Paweł Źmudziński 67",I liga,2 000
374,14,2007/08,"sobota, 6 października 2007",10-06),Bielsko-Biała,Podbeskidzie Bielsko-Biała,Pelikan Łowicz,2-0,"Grzegorz Pater 58, Dariusz Kołodziej 68",I liga,2 500
375,15,2007/08,"sobota, 13 października 2007",10-13),Zabierzów,Podbeskidzie Bielsko-Biała,Kmita Zabierzów,1-1,Maciej Szmatiuk 90,I liga,400
376,17,2007/08,"niedziela, 28 października 2007",10-28),Pruszków,Podbeskidzie Bielsko-Biała,Znicz Pruszków,0-0,,I liga,2 000
377,18,2007/08,"sobota, 3 listopada 2007",11-03),Wrocław,Podbeskidzie Bielsko-Biała,Śląsk Wrocław,0-2,,I liga,3 500
378,19,2007/08,"sobota, 10 listopada 2007",11-10),Bielsko-Biała,Podbeskidzie Bielsko-Biała,Stal Stalowa Wola,0-1,,I liga,1 000
379,20,2007/08,"sobota, 8 marca 2008",03-08),Gdynia,Podbeskidzie Bielsko-Biała,Arka Gdynia,2-3,"Dariusz Kołodziej 7, Paweł Żmudziński 50",I liga,9 000
380,21,2007/08,"sobota, 15 marca 2008",03-15),Bielsko-Biała,Podbeskidzie Bielsko-Biała,Tur Turek,2-0,"Martin Matúš 65, 84",I liga,3 500
381,22,2007/08,"sobota, 22 marca 2008",03-22),Gliwice,Podbeskidzie Bielsko-Biała,Piast Gliwice,0-0,,I liga,4 000
382,23,2007/08,"sobota, 29 marca 2008",03-29),Bielsko-Biała,Podbeskidzie Bielsko-Biała,Wisła Płock,4-0,"Dariusz Kołodziej 8, 77, Martin Matúš 25, Paweł Żmudziński 68",I liga,2 500
383,24,2007/08,"sobota, 5 kwietnia 2008",04-05),Jastrzębie,Podbeskidzie Bielsko-Biała,GKS Jastrzębie,2-2,"Krzysztof Zaremba 75, Paweł Żmudziński 90",I liga,4 000
384,25,2007/08,"sobota, 12 kwietnia 2008",04-12),Bielsko-Biała,Podbeskidzie Bielsko-Biała,Polonia Warszawa,1-0,Dariusz Kołodziej 76,I liga,3 500
385,26,2007/08,"piątek, 18 kwietnia 2008",04-18),Opole,Podbeskidzie Bielsko-Biała,Odra Opole,2-1,"Mariusz Sacha 50, 59",I liga,3 000
386,27,2007/08,"sobota, 26 kwietnia 2008",04-26),Bielsko-Biała,Podbeskidzie Bielsko-Biała,Motor Lublin,3-0,"Dariusz Kołodziej 43, 90, Martin Matúš 50",I liga,3 500
387,28,2007/08,"środa, 30 kwietnia 2008",04-30),Gdańsk,Podbeskidzie Bielsko-Biała,Lechia Gdańsk,2-4,"Paweł Żmudziński 15, Krzysztof Zaremba 70",I liga,9 000
388,29,2007/08,"sobota, 3 maja 2008",05-03),Bielsko-Biała,Podbeskidzie Bielsko-Biała,Warta Poznań,2-1,"Krzysztof Zaremba 71, 73",I liga,2 500
389,30,2007/08,"środa, 7 maja 2008",05-07),Łomża,Podbeskidzie Bielsko-Biała,ŁKS Łomża,1-1,Paweł Żmudziński 4,I liga,500
390,31,2007/08,"niedziela, 11 maja 2008",05-11),Łowicz,Podbeskidzie Bielsko-Biała,Pelikan Łowicz,3-1,"Rafał Jarosz 24, Krzysztof Chrapek 61, Martin Matúš 71",I liga,1 200
391,32,2007/08,"sobota, 17 maja 2008",05-17),Bielsko-Biała,Podbeskidzie Bielsko-Biała,Kmita Zabierzów,3-2,"Dariusz Kołodziej, Damian Świerblewski 5, Paweł Żmudziński 34",I liga,2 500
392,33,2007/08,"środa, 21 maja 2008",05-21),Katowice,Podbeskidzie Bielsko-Biała,GKS Katowice,2-0,"Mariusz Sacha 30, Martin Matúš 63",I liga,4 500
393,34,2007/08,"sobota, 24 maja 2008",05-24),Bielsko-Biała,Podbeskidzie Bielsko-Biała,Znicz Pruszków,1-0,Martin Matúš 82,I liga,3 500
394,1,2008/09,"sobota, 26 lipca 2008",07-26),Bielsko-Biała,Podbeskidzie Bielsko-Biała,Wisła Płock,3-0 (wo) na boisku 1-0,Maciej Szmatiuk 56,I liga,3 000
395,2,2008/09,"piątek, 1 sierpnia 2008",08-01),Opole,Podbeskidzie Bielsko-Biała,Odra Opole,2-0,"Łukasz Matusiak 17, 45",I liga,3 000
396,3,2008/09,"środa, 6 sierpnia 2008",08-06),Bielsko-Biała,Podbeskidzie Bielsko-Biała,Warta Poznań,1-0,Paweł Żmudziński 19,I liga,3 500
397,4,2008/09,"sobota, 9 sierpnia 2008",08-09),Lublin,Podbeskidzie Bielsko-Biała,Motor Lublin,0-0,,I liga,1 000
398,5,2008/09,"sobota, 16 sierpnia 2008",08-16),Bielsko-Biała,Podbeskidzie Bielsko-Biała,Korona Kielce,2-1,"Paweł Żmudziński 33, Damian Świerblewski 48",I liga,3 500
399,6,2008/09,"piątek, 22 sierpnia 2008",08-22),Polkowice,Podbeskidzie Bielsko-Biała,Zagłębie Lubin,1-3,Maciej Szmatiuk 61,I liga,4 000
400,I runda,2008/09,"środa, 27 sierpnia 2008",08-27),Sanok,Podbeskidzie Bielsko-Biała,Stal Sanok,2-2 pd. k. 5-4,"Bartłomiej Konieczny 59, Adam Brzezina 83",I liga,800
401,7,2008/09,"sobota, 30 sierpnia 2008",08-30),Bielsko-Biała,Podbeskidzie Bielsko-Biała,Flota Świnoujście,3-1,"Krzysztof Chrapek 77, 90, Martin Matúš 87",I liga,3 500
402,8,2008/09,"środa, 3 września 2008",09-03),Nowy Dwór Mazowiecki,Podbeskidzie Bielsko-Biała,Dolcan Ząbki,1-0,Krzysztof Zaremba 82,I liga,200
403,9,2008/09,"sobota, 6 września 2008",09-06),Bielsko-Biała,Podbeskidzie Bielsko-Biała,GKP Gorzów Wielkopolski,0-0,,I liga,2 500
404,10,2008/09,"poniedziałek, 15 września 2008",09-15),Łęczna,Podbeskidzie Bielsko-Biała,Górnik Łęczna,2-3,"Martin Matúš 20, Damian Świerblewski 27",I liga,1 500
405,11,2008/09,"sobota, 20 września 2008",09-20),Łódź,Podbeskidzie Bielsko-Biała,Widzew Łódź,0-1,,I liga,3 000
406,12,2008/09,"sobota, 27 września 2008",09-27),Stalowa Wola,Podbeskidzie Bielsko-Biała,Stal Stalowa Wola,2-1,"Martin Matúš 30, Łukasz Matusiak 81",I liga,2 500
407,13,2008/09,"sobota, 4 października 2008",10-04),Zabierzów,Podbeskidzie Bielsko-Biała,Kmita Zabierzów,0-0,,I liga,300
408,14,2008/09,"środa, 8 października 2008",10-08),Czechowice-Dziedzice,Podbeskidzie Bielsko-Biała,GKS Jastrzębie,4-0,"Adam Brzezina 27, Krzystzof Chrapek 57, 87, Sebastian Ziajka 90",I liga,1 800
409,15,2008/09,"niedziela, 12 października 2008",10-12),Turek,Podbeskidzie Bielsko-Biała,Tur Turek,1-2,Maciej Szmatiuk 60,I liga,2 000
410,16,2008/09,"sobota, 18 października 2008",10-18),Czechowice-Dziedzice,Podbeskidzie Bielsko-Biała,GKS Katowice,1-0,Bartłomiej Konieczny 28,I liga,2 000
411,17,2008/09,"sobota, 25 października 2008",10-25),Pruszków,Podbeskidzie Bielsko-Biała,Znicz Pruszków,1-2,Sławomir Cienciała 37,I liga,2 100
412,18,2008/09,"niedziela, 9 listopada 2008",11-09),Płock,Podbeskidzie Bielsko-Biała,Wisła Płock,3-0,"Krzysztof Chrapek 3, 62, 66",I liga,3 000
413,19,2008/09,"sobota, 15 listopada 2008",11-15),Czechowice-Dziedzice,Podbeskidzie Bielsko-Biała,Odra Opole,2-0,"Krzysztof Chrapek 19, Mariusz Sacha 77",I liga,2 000
414,20,2008/09,"sobota, 14 marca 2009",03-14),Poznań,Podbeskidzie Bielsko-Biała,Warta Poznań,1-2,Sławomir Cienciała 90,I liga,700
415,21,2008/09,"sobota, 21 marca 2009",03-21),Bielsko-Biała,Podbeskidzie Bielsko-Biała,Motor Lublin,0-0,,I liga,2 500
416,22,2008/09,"piątek, 27 marca 2009",03-27),Kielce,Podbeskidzie Bielsko-Biała,Korona Kielce,2-2,"Paweł Żmudziński 39, Łukasz Matusiak 85",I liga,9 299
417,23,2008/09,"sobota, 4 kwietnia 2009",04-04),Bielsko-Biała,Podbeskidzie Bielsko-Biała,Zagłębie Lubin,3-0,"Paweł Żmudziński 24, Krzysztof Chrapek 56, 66",I liga,4 000
418,24,2008/09,"sobota, 11 kwietnia 2009",04-11),Świnoujście ,Podbeskidzie Bielsko-Biała,Flota Świnoujście,0-2,,I liga,2 500
419,25,2008/09,"sobota, 18 kwietnia 2009",04-18),Bielsko-Biała,Podbeskidzie Bielsko-Biała,Dolcan Ząbki,3-1,"Paweł Żmudziński 42, Martin Matúš 55, 77",I liga,2 800
420,26,2008/09,"środa, 22 kwietnia 2009",04-22),Gorzów Wielkopolski,Podbeskidzie Bielsko-Biała,GKP Gorzów Wielkopolski,3-0,"Łukasz Matusiak 49, Sławomir Cienciała 62, Krzysztof Chrapek 82",I liga,1 500
421,27,2008/09,"sobota, 25 kwietnia 2009",04-25),Bielsko-Biała,Podbeskidzie Bielsko-Biała,Górnik Łęczna,2-2,"Rafał Jarosz 5, Krzysztof Chrapek 83",I liga,2 500
422,28,2008/09,"piątek, 1 maja 2009",05-01),Łódź,Podbeskidzie Bielsko-Biała,Widzew Łódź,0-3,,I liga,8 000
423,29,2008/09,"sobota, 9 maja 2009",05-09),Bielsko-Biała,Podbeskidzie Bielsko-Biała,Stal Stalowa Wola,3-0,"Sławomir Cienicała 36, Clemence Matawu 67, Krzysztof Chrapek 87",I liga,2 500
424,31,2008/09,"sobota, 16 maja 2009",05-16),Jastrzębie,Podbeskidzie Bielsko-Biała,GKS Jastrzębie,2-2,"Łukasz Matusiak 25, Clemence Matawu 36",I liga,2 000
425,32,2008/09,"sobota, 23 maja 2009",05-23),Bielsko-Biała,Podbeskidzie Bielsko-Biała,Tur Turek,9-0,"Krzysztof Chrapek 13, 16, 45, 60, 70, Maciej Szmatiuk 37, Martin Matúš 61, Mieczysław Sikora 64, Damian Chmiel 80",I liga,3 000
426,33,2008/09,"sobota, 30 maja 2009",05-30),Jaworzno,Podbeskidzie Bielsko-Biała,GKS Katowice,0-1,,I liga,2 500
427,34,2008/09,"piątek, 5 czerwca 2009",06-05),Bielsko-Biała,Podbeskidzie Bielsko-Biała,Znicz Pruszków,0-0,,I liga,3 500
428,30,2008/09,,12-30),,Podbeskidzie Bielsko-Biała,Kmita Zabierzów,3-0 (wo),,I liga,
429,1,2009/10,"niedziela, 2 sierpnia 2009",08-02),Nowy Sącz,Podbeskidzie Bielsko-Biała,Sandecja Nowy Sącz,1-1,Damian  Świerblewski 43,I liga,4 000
430,2,2009/10,"sobota, 8 sierpnia 2009",08-08),Bielsko-Biała,Podbeskidzie Bielsko-Biała,MKS Kluczbork,1-1,Piotr Rocki 7,I liga,3 000
431,3,2009/10,"sobota, 15 sierpnia 2009",08-15),Szczecin,Podbeskidzie Bielsko-Biała,Pogoń Szczecin,2-2,"Sławomir Cienciała 45, Juraj Dančík 90",I liga,10 700
432,4,2009/10,"sobota, 22 sierpnia 2009",08-22),Bielsko-Biała,Podbeskidzie Bielsko-Biała,Znicz Pruszków,1-1,Piotr Bagnicki 73,I liga,2 500
433,I runda,2009/10,"środa, 26 sierpnia 2009",08-26),Otwock,Podbeskidzie Bielsko-Biała,Start Otwock,1-2,Clemence Matawu 44,Puchar Polski,800
434,5,2009/10,"niedziela, 30 sierpnia 2009",08-30),Zabrze,Podbeskidzie Bielsko-Biała,Górnik Zabrze,0-1,,I liga,16 000
435,6,2009/10,"środa, 2 września 2009",09-02),Bielsko-Biała,Podbeskidzie Bielsko-Biała,Górnik Łęczna,2-2,"Damian Świerblewski 50, Damian Chmiel 90",I liga,3 200
436,7,2009/10,"sobota, 5 września 2009",09-05),Stalowa Wola,Podbeskidzie Bielsko-Biała,Stal Stalowa Wola,4-2,"Dariusz Kołodziej 45, 65, Sylwester Patejuk 70, Damian Świerblewski 78",I liga,1 500
437,8,2009/10,"sobota, 12 września 2009",09-12),Bielsko-Biała,Podbeskidzie Bielsko-Biała,Łódzki KS,2-1,"Sylwester Patejuk 44, Martin Matúš 79",I liga,3 200
438,9,2009/10,"środa, 16 września 2009",09-16),Poznań,Podbeskidzie Bielsko-Biała,Warta Poznań,1-4,Sylwester Patejuk 1,I liga,1 200
439,10,2009/10,"sobota, 19 września 2009",09-19),Bielsko-Biała,Podbeskidzie Bielsko-Biała,Dolcan Ząbki,4-0,"Łukasz Kanik 2, Sylwester Patejuk 43, Clemence Matawu 67, Piotr Malinowski 82",I liga,2 800
440,11,2009/10,"niedziela, 27 września 2009",09-27),Bielsko-Biała,Podbeskidzie Bielsko-Biała,Widzew Łódź,0-1,,I liga,3 200
441,12,2009/10,"środa, 30 września 2009",09-30),Bielsko-Biała,Podbeskidzie Bielsko-Biała,KSZO Ostrowiec Świętokrzyski,0-1,,I liga,1 800
442,13,2009/10,"sobota, 3 października 2009",10-03),Płock,Podbeskidzie Bielsko-Biała,Wisła Płock,1-1,Ndabenkulu Ncube 4,I liga,900
443,15,2009/10,"sobota, 17 października 2009",10-17),Gorzów Wielkopolski,Podbeskidzie Bielsko-Biała,GKP Gorzów Wielkopolski,2-1,"Dariusz Kołodziej 24, Piotr Bagnicki 90",I liga,1 500
444,16,2009/10,"sobota, 24 października 2009",10-24),Lublin,Podbeskidzie Bielsko-Biała,Motor Lublin,1-1,Sylwester Patejuk 81,I liga,700
445,17,2009/10,"sobota, 31 października 2009",10-31),Bielsko-Biała,Podbeskidzie Bielsko-Biała,Flota Świnoujście,1-2,Piotr Bagnicki 43,I liga,1 500
446,14,2009/10,"środa, 4 listopada 2009",11-04),Bielsko-Biała,Podbeskidzie Bielsko-Biała,GKS Katowice,1-3,Dariusz Kołodziej 34,I liga,1 200
447,18,2009/10,"sobota, 7 listopada 2009",11-07),Bielsko-Biała,Podbeskidzie Bielsko-Biała,Sandecja Nowy Sącz,1-2,Piotr Malinowski 30,I liga,1 300
448,19,2009/10,"środa, 11 listopada 2009",11-11),Kluczbork,Podbeskidzie Bielsko-Biała,MKS Kluczbork,3-1,"Piotr Bagnicki 69, Bartłomiej Konieczny 73, Piotr Rocki 84",I liga,1 500
449,20,2009/10,"sobota, 6 marca 2010",03-06),Bielsko-Biała,Podbeskidzie Bielsko-Biała,Pogoń Szczecin,0-0,,I liga,2 500
450,21,2009/10,"niedziela, 14 marca 2010",03-14),Pruszków,Podbeskidzie Bielsko-Biała,Znicz Pruszków,1-0,Piotr Bagnicki 87,I liga,800
